﻿Published/unpublished,Title,Author(s),Journal,Pub Year,Volume,Pages,Url,DOI,Description/Notes,Region,Location Name,Site Name,Latitude,Longitude,Altitude,Soil Types,Is it pasture/crop?,Is it resident/sown?,Sowing Date,Harvest Method,Irrigation Level,kgNyr,kgPyr,kgKyr,kgSyr,kgLimeyr,Defoliation Method,Dominant Species,Cultivar,Flowering Date,Additional Species,Cultivars,Experiment Name,Measurement Unit,What yield are you recording?,Data Source,Start Date,End Date,DM Yield,Grain Yield,Growth Rate,Annual Yield,Met Files,Photos,Soil Water Data,Raw Data
Unpublished,Pasture Plan growth rate_2002_2003 (Fielding),"Fraser, T. ",,,,,,,"Tom Fraser datasets_Pasture Plan project  Farmers: A B Hogg, Mingiroa RD 9, Fielding. Lat and Long. are proxies. Considered as sown pastures. This raw data is associated with the publication from W.J. CLARKE-HILL and T.J FRASER (2007)  On-farm  pasture  growth  and  quality  data  for  sheep  and beef  farms  throughout  New  Zealand. The project was funded by Beef+Lamb NZ (former Meat and Wool). Technical support AgResearch colleagues. There are rainfall, soil temperature, soil tests and pasture quality analysis associated with this dataset. ",Whanganui-Manawatu,"Fielding, Mingiroa RD 9",Kowhais,-40.0833,175.6833,,,Pasture,Sown,,Cage cuts,,,,,,,,,,,,,On farm pasture cuts  _Cage S,kg/ha,TotalYield,"Tom Fraser_AgResearch excel spreadsheet ",17/11/2002,16/12/2002,1740,,60,,Y,,,Y
Unpublished,Pasture Plan growth rate_2002_2003 (Fielding),"Fraser, T. ",,,,,,,"Tom Fraser datasets_Pasture Plan project  Farmers: A B Hogg, Mingiroa RD 9, Fielding. Lat and Long. are proxies. Considered as sown pastures. This raw data is associated with the publication from W.J. CLARKE-HILL and T.J FRASER (2007)  On-farm  pasture  growth  and  quality  data  for  sheep  and beef  farms  throughout  New  Zealand. The project was funded by Beef+Lamb NZ (former Meat and Wool). Technical support AgResearch colleagues. There are rainfall, soil temperature, soil tests and pasture quality analysis associated with this dataset. ",Whanganui-Manawatu,"Fielding, Mingiroa RD 9",Kowhais,-40.0833,175.6833,,,Pasture,Sown,,Cage cuts,,,,,,,,,,,,,On farm pasture cuts  _Cage S,kg/ha,TotalYield,"Tom Fraser_AgResearch excel spreadsheet ",19/08/2002,17/09/2002,580,,20,,Y,,,Y
Unpublished,Pasture Plan growth rate_2002_2003 (Fielding),"Fraser, T. ",,,,,,,"Tom Fraser datasets_Pasture Plan project  Farmers: A B Hogg, Mingiroa RD 9, Fielding. Lat and Long. are proxies. Considered as sown pastures. This raw data is associated with the publication from W.J. CLARKE-HILL and T.J FRASER (2007)  On-farm  pasture  growth  and  quality  data  for  sheep  and beef  farms  throughout  New  Zealand. The project was funded by Beef+Lamb NZ (former Meat and Wool). Technical support AgResearch colleagues. There are rainfall, soil temperature, soil tests and pasture quality analysis associated with this dataset. ",Whanganui-Manawatu,"Fielding, Mingiroa RD 9",Kowhais,-40.0833,175.6833,,,Pasture,Sown,,Cage cuts,,,,,,,,,,,,,On farm pasture cuts  _Cage S,kg/ha,TotalYield,"Tom Fraser_AgResearch excel spreadsheet ",14/10/2002,17/11/2002,1666,,49,,Y,,,Y
Unpublished,Pasture Plan growth rate_2002_2003 (Fielding),"Fraser, T. ",,,,,,,"Tom Fraser datasets_Pasture Plan project  Farmers: A B Hogg, Mingiroa RD 9, Fielding. Lat and Long. are proxies. Considered as sown pastures. This raw data is associated with the publication from W.J. CLARKE-HILL and T.J FRASER (2007)  On-farm  pasture  growth  and  quality  data  for  sheep  and beef  farms  throughout  New  Zealand. The project was funded by Beef+Lamb NZ (former Meat and Wool). Technical support AgResearch colleagues. There are rainfall, soil temperature, soil tests and pasture quality analysis associated with this dataset. ",Whanganui-Manawatu,"Fielding, Mingiroa RD 9",Kowhais,-40.0833,175.6833,,,Pasture,Sown,,Cage cuts,,,,,,,,,,,,,On farm pasture cuts  _Cage S,kg/ha,TotalYield,"Tom Fraser_AgResearch excel spreadsheet ",15/06/2002,18/07/2002,495,,15,,Y,,,Y
Unpublished,Pasture Plan growth rate_2002_2003 (Fielding),"Fraser, T. ",,,,,,,"Tom Fraser datasets_Pasture Plan project  Farmers: A B Hogg, Mingiroa RD 9, Fielding. Lat and Long. are proxies. Considered as sown pastures. This raw data is associated with the publication from W.J. CLARKE-HILL and T.J FRASER (2007)  On-farm  pasture  growth  and  quality  data  for  sheep  and beef  farms  throughout  New  Zealand. The project was funded by Beef+Lamb NZ (former Meat and Wool). Technical support AgResearch colleagues. There are rainfall, soil temperature, soil tests and pasture quality analysis associated with this dataset. ",Whanganui-Manawatu,"Fielding, Mingiroa RD 9",Kowhais,-40.0833,175.6833,,,Pasture,Sown,,Cage cuts,,,,,,,,,,,,,On farm pasture cuts  _Cage S,kg/ha,TotalYield,"Tom Fraser_AgResearch excel spreadsheet ",14/04/2003,19/05/2003,385,,11,,Y,,,Y
Unpublished,Pasture Plan growth rate_2002_2003 (Fielding),"Fraser, T. ",,,,,,,"Tom Fraser datasets_Pasture Plan project  Farmers: A B Hogg, Mingiroa RD 9, Fielding. Lat and Long. are proxies. Considered as sown pastures. This raw data is associated with the publication from W.J. CLARKE-HILL and T.J FRASER (2007)  On-farm  pasture  growth  and  quality  data  for  sheep  and beef  farms  throughout  New  Zealand. The project was funded by Beef+Lamb NZ (former Meat and Wool). Technical support AgResearch colleagues. There are rainfall, soil temperature, soil tests and pasture quality analysis associated with this dataset. ",Whanganui-Manawatu,"Fielding, Mingiroa RD 9",Kowhais,-40.0833,175.6833,,,Pasture,Sown,,Cage cuts,,,,,,,,,,,,,On farm pasture cuts  _Cage S,kg/ha,TotalYield,"Tom Fraser_AgResearch excel spreadsheet ",15/07/2002,19/08/2002,630,,18,,Y,,,Y
Unpublished,Pasture Plan growth rate_2002_2003 (Fielding),"Fraser, T. ",,,,,,,"Tom Fraser datasets_Pasture Plan project  Farmers: A B Hogg, Mingiroa RD 9, Fielding. Lat and Long. are proxies. Considered as sown pastures. This raw data is associated with the publication from W.J. CLARKE-HILL and T.J FRASER (2007)  On-farm  pasture  growth  and  quality  data  for  sheep  and beef  farms  throughout  New  Zealand. The project was funded by Beef+Lamb NZ (former Meat and Wool). Technical support AgResearch colleagues. There are rainfall, soil temperature, soil tests and pasture quality analysis associated with this dataset. ",Whanganui-Manawatu,"Fielding, Mingiroa RD 9",Kowhais,-40.0833,175.6833,,,Pasture,Sown,,Cage cuts,,,,,,,,,,,,,On farm pasture cuts  _Cage W,kg/ha,TotalYield,"Tom Fraser_AgResearch excel spreadsheet ",17/02/2003,01/05/2003,1460,,20,,Y,,,Y
Unpublished,Pasture Plan growth rate_2002_2003 (Fielding),"Fraser, T. ",,,,,,,"Tom Fraser datasets_Pasture Plan project  Farmers: A B Hogg, Mingiroa RD 9, Fielding. Lat and Long. are proxies. Considered as sown pastures. This raw data is associated with the publication from W.J. CLARKE-HILL and T.J FRASER (2007)  On-farm  pasture  growth  and  quality  data  for  sheep  and beef  farms  throughout  New  Zealand. The project was funded by Beef+Lamb NZ (former Meat and Wool). Technical support AgResearch colleagues. There are rainfall, soil temperature, soil tests and pasture quality analysis associated with this dataset. ",Whanganui-Manawatu,"Fielding, Mingiroa RD 9",Kowhais,-40.0833,175.6833,,,Pasture,Sown,,Cage cuts,,,,,,,,,,,,,On farm pasture cuts  _Cage W,kg/ha,TotalYield,"Tom Fraser_AgResearch excel spreadsheet ",01/05/2003,03/06/2003,231,,7,,Y,,,Y
Unpublished,Pasture Plan growth rate_2002_2003 (Fielding),"Fraser, T. ",,,,,,,"Tom Fraser datasets_Pasture Plan project  Farmers: A B Hogg, Mingiroa RD 9, Fielding. Lat and Long. are proxies. Considered as sown pastures. This raw data is associated with the publication from W.J. CLARKE-HILL and T.J FRASER (2007)  On-farm  pasture  growth  and  quality  data  for  sheep  and beef  farms  throughout  New  Zealand. The project was funded by Beef+Lamb NZ (former Meat and Wool). Technical support AgResearch colleagues. There are rainfall, soil temperature, soil tests and pasture quality analysis associated with this dataset. ",Whanganui-Manawatu,"Fielding, Mingiroa RD 9",Kowhais,-40.0833,175.6833,,,Pasture,Sown,,Cage cuts,,,,,,,,,,,,,On farm pasture cuts  _Cage W,kg/ha,TotalYield,"Tom Fraser_AgResearch excel spreadsheet ",16/12/2002,17/01/2003,1664,,52,,Y,,,Y
Unpublished,Pasture Plan growth rate_2002_2003 (Fielding),"Fraser, T. ",,,,,,,"Tom Fraser datasets_Pasture Plan project  Farmers: A B Hogg, Mingiroa RD 9, Fielding. Lat and Long. are proxies. Considered as sown pastures. This raw data is associated with the publication from W.J. CLARKE-HILL and T.J FRASER (2007)  On-farm  pasture  growth  and  quality  data  for  sheep  and beef  farms  throughout  New  Zealand. The project was funded by Beef+Lamb NZ (former Meat and Wool). Technical support AgResearch colleagues. There are rainfall, soil temperature, soil tests and pasture quality analysis associated with this dataset. ",Whanganui-Manawatu,"Fielding, Mingiroa RD 9",Kowhais,-40.0833,175.6833,,,Pasture,Sown,,Cage cuts,,,,,,,,,,,,,On farm pasture cuts  _Cage W,kg/ha,TotalYield,"Tom Fraser_AgResearch excel spreadsheet ",17/01/2003,17/02/2003,1643,,53,,Y,,,Y
